pincode,office,office_type,delivery,taluk,district
609804,Thuhili S.O,S.O,Delivery,Mayiladuthurai,Nagapattinam
609804,Tiruloki B.O,B.O,Delivery,Tiruvidamarudur,Thanjavur
609805,Edakiam B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609805,Gangadarapuram B.O,B.O,Delivery,Kuttalam,Nagapattinam
609805,Komal S.O,S.O,Delivery,Mayiladuthurai,Nagapattinam
609805,Kozhaiyur B.O,B.O,Delivery,Kuttalam,Nagapattinam
609806,Malliyam S.O,S.O,Delivery,Mayiladuthurai,Nagapattinam
609806,Maraiyur B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609806,Moovalur B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609806,Vanathirajapuram B.O,B.O,Delivery,Mayiladuthurai,Nagapattinam
609807,Kamakshipuram B.O,B.O,Delivery,Thiruvidaimarudur,Thanjavur
609807,Karuppur B.O,B.O,Delivery,Tirupanandal,Thanjavur
609807,Kilakattur B.O,B.O,Delivery,Thiruvidaimarudur,Thanjavur
609807,Konulampallam B.O,B.O,Delivery,Thiruvidaimarudur,Thanjavur
609807,Pandanallur S.O,S.O,Delivery,Kuttalam,Nagapattinam
609807,Tirumangaicherry B.O,B.O,Delivery,Tirupanandal,Thanjavur
609808,Terizhandur S.O,S.O,Delivery,Mayiladuthurai,Nagapattinam
609810,Tiruvalangadu S.O,S.O,Delivery,Kuttalam,Nagapattinam
609811,Kali S.O,S.O,Delivery,Kuttalam,Nagapattinam
609811,Namasivayapuram B.O,B.O,Delivery,Kuttalam,Nagapattinam
609811,Tirumangalam B.O,B.O,Delivery,Kuttalam,Nagapattinam
610001,Dakshinamurthi Mutt B.O,B.O,Non-Delivery,Thiruvarur,Tiruvarur
610001,Kodikalpalayam B.O,B.O,Non-Delivery,Thiruvarur,Tiruvarur
610001,Madapuram B.O,B.O,Non-Delivery,Thiruvarur,Tiruvarur
610001,Meiporul Nagar B.O,B.O,Non-Delivery,Thiruvarur,Tiruvarur
610001,New Street B.O,B.O,Non-Delivery,Thiruvarur,Tiruvarur
610001,Tiruvarur H.O,H.O,Delivery,Thiruvarur,Tiruvarur
610001,Tiruvarur North S.O,S.O,Non-Delivery,Tiruvarur,Tiruvarur
610003,Kekkarai B.O,B.O,Delivery,Thiruvarur,Tiruvarur
610003,Kidarankondan S.O,S.O,Delivery,Thiruvarur,Tiruvarur
610004,Thandalai B.O,B.O,Delivery,Thiruvarur,Tiruvarur
610004,Tiruvarur Collectorate S.O,S.O,Delivery,Tiruvarur,Tiruvarur
610004,Vilamal B.O,B.O,Non-Delivery,Tiruvarur,Tiruvarur
610101,Amur B.O,B.O,Delivery,Tiruvarur,Tiruvarur
610101,Kangalanchery S.O,S.O,Delivery,Nagapattinam,Nagapattinam
610101,Karaiyur B.O,B.O,Delivery,Nagapattinam,Nagapattinam
610101,Kilathanjavur B.O,B.O,Delivery,Nagapattinam,Nagapattinam
610101,Kottarakudi B.O,B.O,Delivery,Nagapattinam,Nagapattinam
610101,Moongilkudi B.O,B.O,Delivery,Nannilam,Tiruvarur
610101,Nadapur B.O,B.O,Delivery,Tiruvarur,Tiruvarur
610101,Palayavalam B.O,B.O,Delivery,Tiruvarur,Tiruvarur
610101,Selvapuram B.O,B.O,Delivery,Nannilam,Tiruvarur
610101,Suranur B.O,B.O,Delivery,Thiruvarur,Tiruvarur
610101,Tirupayathangudi B.O,B.O,Delivery,Nagapattinam,Nagapattinam
610101,Vaipur B.O,B.O,Delivery,Tiruvarur,Tiruvarur
610101,Virkudi B.O,B.O,Delivery,Nagapattinam,Nagapattinam
610101,Visalur B.O,B.O,Delivery,Nannilam,Tiruvarur
610102,Budamangalam B.O,B.O,Delivery,Mannarkudi,Tiruvarur
610102,Erukattur B.O,B.O,Delivery,Kodavasal,Tiruvarur
610102,Kamalapuram S.O (Tiruvarur),S.O,Delivery,Kodavasal,Tiruvarur
610102,Kandodathavanitham B.O,B.O,Delivery,Kodavasal,Tiruvarur
610102,Velukudi B.O,B.O,Delivery,Needamangalam,Tiruvarur
610103,Authur B.O,B.O,Delivery,NA,Tiruvarur
610103,Kilamanali B.O,B.O,Delivery,Tiruvarur,Tiruvarur
610103,Mangudi S.O,S.O,Delivery,Tiruvarur,Tiruvarur
610103,Tiruneipair B.O,B.O,Non-Delivery,Tiruvarur,Tiruvarur
610104,ELVANGARGUDI B.O,B.O,Delivery,Kodavasal,Tiruvarur
610104,Kattur B.O,B.O,Delivery,Kodavasal,Tiruvarur
610104,Manakkal Ayyampet S.O,S.O,Delivery,Kodavasal,Tiruvarur
610104,Tirukannamangai B.O,B.O,Delivery,Kodavasal,Tiruvarur
610105,Achuthamangalam B.O,B.O,Delivery,Nannilam,Tiruvarur
610105,Adambar B.O,B.O,Delivery,Nannilam,Tiruvarur
610105,Anaikuppam B.O,B.O,Delivery,Nannilam,Tiruvarur
610105,Mappilaikuppam B.O,B.O,Non-Delivery,Nannilam,Tiruvarur
610105,Nannilam Cutchery S.O,S.O,Non-Delivery,Nannilam,Tiruvarur
610105,Nannilam S.O,S.O,Delivery,Nannilam,Tiruvarur
610105,Nemmeli B.O,B.O,Delivery,Nannilam,Tiruvarur
610105,Salipperi B.O,B.O,Delivery,Nannilam,Tiruvarur
610105,Vadagudi B.O,B.O,Delivery,Nannilam,Tiruvarur
610105,Valkkai B.O,B.O,Delivery,Nannilam,Tiruvarur
610106,Alivalam B.O,B.O,Delivery,Tiruvarur,Tiruvarur
610106,Andakudi B.O,B.O,Delivery,Kilvelur,Nagapattinam
610106,Pudupathur B.O,B.O,Delivery,Tiruvarur,Tiruvarur
610106,Sigar B.O,B.O,Delivery,Kilvelur,Nagapattinam
610106,Thappalampuliyur S.O,S.O,Delivery,Tiruvarur,Tiruvarur
610107,Pakkamparuthiyur B.O,B.O,Delivery,Kodavasal,Tiruvarur
610107,Senganur B.O,B.O,Delivery,Kodavasal,Tiruvarur
610107,Srivanjiam B.O,B.O,Delivery,Kodavasal,Tiruvarur
610107,Tiruvidacherry S.O,S.O,Delivery,Kodavasal,Tiruvarur
610107,Veedhividangan B.O,B.O,Delivery,Kodavasal,Tiruvarur
610107,Vikrapandiyam B.O,B.O,Delivery,Kodavasal,Tiruvarur
610109,Kilapadugai B.O,B.O,Delivery,Thiruvarur,Tiruvarur
610109,Pulivalam S.O (Tiruvarur),S.O,Delivery,Tiruvarur,Tiruvarur
610201,Ammanur B.O,B.O,Delivery,Tiruturipundi,Tiruvarur
610201,Kachanam S.O,S.O,Delivery,Tiruturaipundi,Tiruvarur
610201,Mutharasapuram B.O,B.O,Delivery,Tirukkuvalai,Nagapattinam
610201,Suramangalam B.O,B.O,Delivery,Thirukkuvalai,Nagapattinam
610202,Komal B.O,B.O,Delivery,Tiruturipundi,Tiruvarur
610202,Mavoor S.O (Tiruvarur),S.O,Delivery,Thiruvarur,Tiruvarur
610202,Tirukaravasal B.O,B.O,Delivery,Tiruvarur,Tiruvarur
610202,Tirunattiyathankudi B.O,B.O,Delivery,Thiruvarur,Tiruvarur
610203,Alathambadi B.O,B.O,Delivery,Tiruturaipundi,Tiruvarur
610203,Andankarai B.O,B.O,Delivery,Tiruturaipundi,Tiruvarur
610203,Kunnur B.O,B.O,Delivery,Tiruturaipundi,Tiruvarur
610203,Manali B.O,B.O,Delivery,Tiruturaipundi,Tiruvarur
610203,Ponnirai S.O,S.O,Delivery,Thiruthuraipoondi,Tiruvarur
610203,Sithaimur B.O,B.O,Delivery,Tirukuvalai,Nagapattinam
610203,Vikkirapandiyam B.O,B.O,Delivery,Mannargudi,Tiruvarur
610204,Ettukudi B.O,B.O,Delivery,Tirukuvalai,Nagapattinam
610204,Melavazhakarai B.O,B.O,Delivery,Tirukuvalai,Nagapattinam
610204,Tirukuvalai S.O,S.O,Delivery,Tirukuvalai,Nagapattinam
610204,Tiruvoimur B.O,B.O,Delivery,Tirukuvalai,Nagapattinam
610205,Keeralathur B.O,B.O,Delivery,Mannargudi,Tiruvarur
610205,Seruvamani B.O,B.O,Delivery,Mannargudi,Tiruvarur
610205,Tirunellikaval S.O,S.O,Delivery,NA,Tiruvarur
610206,Harischandrapuram B.O,B.O,Non-Delivery,Nidamangalam,Tiruvarur
610206,Mavattagudi B.O,B.O,Delivery,Mannargudi,Tiruvarur
610206,Periyakuruvadi B.O,B.O,Delivery,Mannargudi,Tiruvarur
610206,Pullamangalam B.O,B.O,Delivery,Nidamangalam,Tiruvarur
610206,Sendangudi B.O,B.O,Delivery,Nidamangalam,Tiruvarur
610206,Vadapathimangalam S.O,S.O,Delivery,Mannargudi,Tiruvarur
610207,Koilkannapur B.O,B.O,Delivery,Kilvelur,Nagapattinam
610207,Kolapadu B.O,B.O,Delivery,Tiurkuvalai,Nagapattinam
610207,Koorathangudi B.O,B.O,Delivery,Kilvelur,Nagapattinam
610207,Terkupanaiyur B.O,B.O,Delivery,Kilvelur,Nagapattinam
610207,Valivalam S.O,S.O,Delivery,Kilvelur,Nagapattinam
611001,Nagapattinam Bazaar S.O,S.O,Non-Delivery,Nagapattinam,Nagapattinam
611001,Nagapattinam H.O,H.O,Delivery,Nagapattinam,Nagapattinam
611001,Velippalayam S.O,S.O,Non-Delivery,Nagapattinam,Nagapattinam
611002,Durgashariff S.O,S.O,Non-Delivery,Nagapattinam,Nagapattinam
611002,Melavanjore B.O,B.O,Delivery,Nagapattinam,Nagapattinam
611002,Muttam B.O,B.O,Delivery,NA,Nagapattinam
611002,Nagore S.O,S.O,Delivery,Nagapattinam,Nagapattinam
611002,Nagore South S.O,S.O,Non-Delivery,Nagapattinam,Nagapattinam
611002,Narimanam B.O,B.O,Delivery,Nagapattinam,Nagapattinam
611002,Okkur B.O,B.O,Delivery,Kilvelur,Nagapattinam
611002,Panangudi B.O,B.O,Delivery,Nagapattinam,Nagapattinam
611003,Nagapattinam Collectorate S.O,S.O,Delivery,Nagapattinam,Nagapattinam
611003,Palpannaichery B.O,B.O,Non-Delivery,Nagapattinam,Nagapattinam
611101,Adiakkamangalam S.O,S.O,Delivery,Tiruvarur,Tiruvarur
611101,Andipalayam B.O,B.O,Delivery,Thiruvarur,Tiruvarur
611101,Kakkalani B.O,B.O,Delivery,Kilvelur,Nagapattinam
611101,Kallikudi B.O,B.O,Delivery,Tiruvarur,Tiruvarur
611101,Semangalam B.O,B.O,Delivery,Tiruvarur,Tiruvarur
611102,Andanapettai S.O,S.O,Delivery,Nagapattinam,Nagapattinam
611102,Aymazhai B.O,B.O,Delivery,Nagapattinam,Nagapattinam
611102,Chinnathumbur B.O,B.O,Delivery,Kilvelur,Nagapattinam
611102,Nirthanamangalam B.O,B.O,Delivery,Nagapattinam,Nagapattinam
611102,Papakoil B.O,B.O,Delivery,Kilvelur,Nagapattinam
611103,Karunkanni B.O,B.O,Delivery,Kilvelur,Nagapattinam
611103,Kilaiyur (Tiruvarur) S.O,S.O,Delivery,Kilvelur,Nagapattinam
611103,Madapuram B.O,B.O,Delivery,Tirukuvalai,Nagapattinam
611103,Solavidyapuram B.O,B.O,Delivery,Kilvelur,Nagapattinam
611103,Venmanachery B.O,B.O,Delivery,Kilvelur,Nagapattinam
611104,Aliyur B.O,B.O,Delivery,Kilvelur,Nagapattinam
611104,Kilvelur Bazar B.O,B.O,Non-Delivery,Kilvelur,Nagapattinam
611104,Kilvelur S.O,S.O,Delivery,Kilvelur,Nagapattinam
611104,Kohur B.O,B.O,Delivery,Kilvelur,Nagapattinam
611104,Pattamangalam B.O,B.O,Delivery,Kilvelur,Nagapattinam
611104,Tirukannangudi B.O,B.O,Delivery,Kilvelur,Nagapattinam
611105,Athipuliyur B.O,B.O,Delivery,Kilvelur,Nagapattinam
611105,Eravancherry B.O,B.O,Delivery,NA,Nagapattinam
611105,Iluppur B.O,B.O,Delivery,Kilvelur,Nagapattinam
611105,Kurukathi B.O,B.O,Non-Delivery,Kilvelur,Nagapattinam
611105,Kuthur S.O,S.O,Delivery,Kilvelur,Nagapattinam
611105,Serunallur B.O,B.O,Non-Delivery,Kilvelur,Nagapattinam
611106,Akkaraipettai B.O,B.O,Delivery,NA,Nagapattinam
611106,Manjakollai S.O,S.O,Delivery,Nagapattinam,Nagapattinam
611106,Palaiyur B.O,B.O,Delivery,Nagapattinam,Nagapattinam
611106,Vadakkupoigainallur B.O,B.O,Delivery,Nagapattinam,Nagapattinam
611108,Avaranipuducherri B.O,B.O,Delivery,Nagapattinam,Nagapattinam
611108,Orathur B.O,B.O,Delivery,Nagapattinam,Nagapattinam
611108,Perunkadambanur B.O,B.O,Delivery,Nagapattinam,Nagapattinam
611108,Poravacherry B.O,B.O,Non-Delivery,Nagapattinam,Nagapattinam
611108,Puliyur B.O,B.O,Delivery,Nagapattinam,Nagapattinam
611108,Sengamangalam B.O,B.O,Delivery,Nagapattinam,Nagapattinam
611108,Sikkal S.O (Nagapattinam),S.O,Delivery,Nagapattinam,Nagapattinam
611109,Erayangudi B.O,B.O,Delivery,Kilvelur,Nagapattinam
611109,Kilathanilapadi B.O,B.O,Delivery,Kilvelur,Nagapattinam
611109,Killukudi B.O,B.O,Delivery,Kilvelur,Nagapattinam
611109,Mohanur B.O,B.O,Delivery,Kilvelur,Nagapattinam
611109,Palakurichi B.O,B.O,Delivery,Kilvelur,Nagapattinam
611109,Radhamangalam B.O,B.O,Delivery,Kilvelur,Nagapattinam
611109,Sembianmahadevi B.O,B.O,Delivery,Nagapattinam,Nagapattinam
611109,Thevur S.O (Nagapattinam),S.O,Delivery,Kilvelur,Nagapattinam
611109,Vadugachery B.O,B.O,Delivery,Nagapattinam,Nagapattinam
611110,Kameswaram B.O,B.O,Delivery,Kilvelur,Nagapattinam
611110,Karapidagai B.O,B.O,Delivery,Kilvelur,Nagapattinam
611110,Tirupundi S.O,S.O,Delivery,Kilvelur,Nagapattinam
611110,Tirupundi South B.O,B.O,Non-Delivery,Kilvelur,Nagapattinam
611111,Prathabaramapuram B.O,B.O,Delivery,Kilvelur,Nagapattinam
611111,Serudur B.O,B.O,Delivery,Kilvelur,Nagapattinam
611111,Terkupoigainallur B.O,B.O,Delivery,Nagapattinam,Nagapattinam
611111,Vailankanni S.O,S.O,Delivery,NA,Nagapattinam
611111,Vailankanni West B.O,B.O,Non-Delivery,NA,Nagapattinam
611112,Koilpathu B.O,B.O,Delivery,Vedaraniam,Nagapattinam
611112,Naluvedapathy B.O,B.O,Delivery,Vedaranyam,Nagapattinam
611112,Pudupalli B.O,B.O,Delivery,NA,Nagapattinam
611112,Vellapallam B.O,B.O,Delivery,Vedaranyam,Nagapattinam
611112,Vettaikaraniruppu S.O,S.O,Delivery,Kilvelur,Nagapattinam
611112,Vilundamavadi B.O,B.O,Delivery,Kilvelur,Nagapattinam
612001,Krishnarayar Agraharam B.O,B.O,Non-Delivery,Kumbakonam,Thanjavur
612001,Kumbakonam Bazar S.O,S.O,Non-Delivery,Kumbakonam,Thanjavur
612001,Kumbakonam City S.O,S.O,Non-Delivery,Kumbakonam,Thanjavur
612001,Kumbakonam Cutchery S.O,S.O,Non-Delivery,Kumbakonam,Thanjavur
612001,Kumbakonam East S.O,S.O,Non-Delivery,Kumbakonam,Thanjavur
612001,Kumbakonam H.O,H.O,Delivery,Kumbakonam,Thanjavur
612001,Kumbakonam Market S.O,S.O,Non-Delivery,Kumbakonam,Thanjavur
612001,Kumbakonam R.S. S.O,S.O,Non-Delivery,Kumbakonam,Thanjavur
612001,Kumbakonam West S.O,S.O,Non-Delivery,Kumbakonam,Thanjavur
612001,Madalampettai B.O,B.O,Non-Delivery,Kumbakonam,Thanjavur
612001,Thuvarankurichi B.O,B.O,Non-Delivery,Kumbakonam,Thanjavur
612001,Ullur B.O,B.O,Non-Delivery,Kumbakonam,Thanjavur
612002,Melakaveri H.O,H.O,Delivery,Kumbakonam,Thanjavur
612101,Aduthurai Bazar B.O,B.O,Non-Delivery,Tiruvidamarudur,Thanjavur
612101,Aduthurai S.O,S.O,Delivery,Kumbakonam,Thanjavur
612101,Avaniapuram B.O,B.O,Delivery,Thiruvidaimarudur,Thanjavur
612101,Govindapuram B.O,B.O,Delivery,Tiruvidamarudur,Thanjavur
612101,Maruthuvakudi B.O,B.O,Non-Delivery,Tiruvidamarudur,Thanjavur
612101,Melaiyur B.O,B.O,Delivery,Tiruvidamarudur,Thanjavur
612101,Tirunilakudi B.O,B.O,Delivery,Thiruvidaimarudur,Thanjavur
612102,Palakudi B.O,B.O,Delivery,Thiruvidaimarudur,Thanjavur
612102,Paruthikudi B.O,B.O,Delivery,Kuttalam,Thanjavur
612102,Suriyanarkoil B.O,B.O,Delivery,Kuttalam,Thanjavur
612102,Tirumangalakudi S.O,S.O,Delivery,Kuttalam,Nagapattinam
612103,Ammachathiram B.O,B.O,Delivery,Kumbakonam,Thanjavur
612103,Tirupuvanam S.O,S.O,Delivery,Tiruvidamarudur,Thanjavur
612103,Umamaheswarapuram B.O,B.O,Delivery,Kumbakonam,Thanjavur
612104,Andalampettai B.O,B.O,Delivery,Thiruvidaimarudur,Thanjavur
612104,Mahadana Street B.O,B.O,Non-Delivery,Thiruvidaimarudur,Thanjavur
612104,Tiruvidaimarudur R.S. B.O,B.O,Non-Delivery,Thiruvidaimarudur,Thanjavur
612104,Tiruvidaimarudur West B.O,B.O,Non-Delivery,Thiruvidaimarudur,Thanjavur
612104,Tiruvidamarudur S.O,S.O,Delivery,Tiruvidamarudur,Thanjavur
612105,Anaikudi B.O,B.O,Delivery,Tiruvidamarudur,Thanjavur
612105,Tiruvisalur B.O,B.O,Delivery,Thiruvidaimarudur,Thanjavur
612105,Veppathur S.O,S.O,Delivery,Thiruvidaimarudur,Thanjavur
612106,Aralur B.O,B.O,Delivery,Kuttalam,Thanjavur
612106,Kadiramangalam S.O,S.O,Delivery,Tiruvidamarudur,Thanjavur
612201,Anniyur B.O,B.O,Delivery,Kuttalam,Nagapattinam
612201,Konerirajapuram S.O,S.O,Delivery,Mayiladuthurai,Nagapattinam
612201,Mallapuram B.O,B.O,Delivery,Kuttalam,Nagapattinam
612201,Paravakkarai B.O,B.O,Delivery,Kuttalam,Nagapattinam
612201,Sengarangudi Pudur B.O,B.O,Delivery,Thiruvidaimarudur,Thanjavur
612201,Vadamattam B.O,B.O,Delivery,Kodavasal,Tiruvarur
612201,Vayalur B.O,B.O,Delivery,Kuttalam,Nagapattinam
612202,Ammangudi B.O,B.O,Delivery,Tiruvidamarudur,Thanjavur
612202,Murukkangudi S.O,S.O,Delivery,Kumbakonam,Thanjavur
612202,Poundarigapuram B.O,B.O,Delivery,Tiruvidamarudur,Thanjavur
612202,Rendankattalai B.O,B.O,Delivery,Tiruvidamarudur,Thanjavur
612202,Thandanthottam B.O,B.O,Delivery,Tiruvidamarudur,Thanjavur
612203,Kanjivoy B.O,B.O,Delivery,Kuttalam,Nagapattinam
612203,Mandai B.O,B.O,Delivery,Kuttalam,Nagapattinam
612203,Nakkampadi B.O,B.O,Delivery,Kuttalam,Nagapattinam
612203,Palaiyur S.O,S.O,Delivery,Mayiladuthurai,Nagapattinam
612203,Suraikkayur B.O,B.O,Delivery,Kuttalam,Nagapattinam
612204,Ayyavadi B.O,B.O,Delivery,Kumbakonam,Thanjavur
612204,Oppiliappankoil B.O,B.O,Non-Delivery,Kumbakonam,Thanjavur
612204,Sannapuram B.O,B.O,Non-Delivery,Kumbakonam,Thanjavur
612204,Tepperumanallur B.O,B.O,Delivery,Kumbakonam,Thanjavur
612204,Tirunageswaram S.O,S.O,Delivery,Kumbakonam,Thanjavur
612301,Adanur B.O,B.O,Delivery,Papanasam,Thanjavur
612301,Pullabudangudi S.O,S.O,Delivery,Papanasam,Thanjavur
612301,Tirumandangudi B.O,B.O,Delivery,Papanasam,Thanjavur
612301,Tiruvaikavur B.O,B.O,Delivery,Papanasam,Thanjavur
612301,Tyagasamudram B.O,B.O,Delivery,Papanasam,Thanjavur
612302,Baburajapuram B.O,B.O,Delivery,Kumbakonam,Thanjavur
612302,Gangadarapuram B.O,B.O,Delivery,Kumbakonam,Thanjavur
612302,Kottaiyur B.O,B.O,Non-Delivery,Kumbakonam,Thanjavur
612302,Swamimalai East B.O,B.O,Non-Delivery,Kumbakonam,Thanjavur
612302,Swamimalai S.O,S.O,Delivery,Kumbakonam,Thanjavur
612302,Tiruvalanjuli B.O,B.O,Delivery,Kumbakonam,Thanjavur
612303,Eraharam B.O,B.O,Delivery,Kumbakonam,Thanjavur
612303,Innambur B.O,B.O,Delivery,Kumbakonam,Thanjavur
612303,Tirupirambiyam S.O,S.O,Delivery,Kumbakonam,Thanjavur
612401,Annalagraharam B.O,B.O,Delivery,Kumbakonam,Thanjavur
612401,Korukkai Thottam B.O,B.O,Delivery,Kumbakonam,Thanjavur
612401,Krishnapuram B.O,B.O,Delivery,Kumbakonam,Thanjavur
612401,Palavathankattalai B.O,B.O,Non-Delivery,Kumbakonam,Thanjavur
612401,Sakkottai S.O,S.O,Delivery,Kumbakonam,Thanjavur
612401,Sivapuram B.O,B.O,Delivery,Kumbakonam,Thanjavur
612402,Marudanallur B.O,B.O,Delivery,Valangaiman,Thanjavur
612402,Tippirajapuram S.O,S.O,Delivery,Kumbakonam,Thanjavur
612402,Visalur B.O,B.O,Delivery,Valangaiman,Thanjavur
612501,Asoor B.O,B.O,Delivery,Kumbakonam,Thanjavur
612501,Devanancheri B.O,B.O,Delivery,Kumbakonam,Thanjavur
612501,Kadichambadi B.O,B.O,Delivery,Kumbakonam,Thanjavur
612501,Kallapuliyur B.O,B.O,Delivery,Kumbakonam,Thanjavur
612501,Koranattukkaruppur S.O,S.O,Delivery,Kumbakonam,Thanjavur
612501,Nirathanallur B.O,B.O,Delivery,Kumbakonam,Thanjavur
612502,Lower Anicut S.O,S.O,Delivery,Thiruvidaimarudur,Thanjavur
612502,Mullangudi B.O,B.O,Delivery,Tirupanandal,Thanjavur
612502,Thathuvancheri B.O,B.O,Delivery,Thiruvidaimarudur,Thanjavur
612503,Atthiyur B.O,B.O,Delivery,Tirupanandal,Thanjavur
612503,Kallur B.O,B.O,Delivery,Tiruppanandal,Thanjavur
612503,Kovilacherri B.O,B.O,Delivery,Tirupanandal,Thanjavur
612503,Maharajapuram B.O,B.O,Delivery,Tirupanandal,Thanjavur
612503,Manambadi B.O,B.O,Delivery,Tirupanandal,Thanjavur
612503,Sholapuram S.O,S.O,Delivery,Tiruvidaimarudur,Thanjavur
612504,Koorchi B.O,B.O,Delivery,Tirupanandal,Thanjavur
612504,Manikudi B.O,B.O,Delivery,Tirupanandal,Thanjavur
612504,Mattiyur B.O,B.O,Delivery,Thiruvidaimarudur,Thanjavur
612504,Senganur B.O,B.O,Delivery,Tirupanandal,Thanjavur
612504,Sickinaickanpettai B.O,B.O,Delivery,Tirupanandal,Thanjavur
612504,Tirupanandal S.O,S.O,Delivery,Tiruvidamarudur,Thanjavur
612504,Virakkan B.O,B.O,Delivery,Tirupanandal,Thanjavur
612601,Agaraohai B.O,B.O,Non-Delivery,Kodavasal,Tiruvarur
612601,Kodavasal S.O,S.O,Delivery,Kodavasal,Tiruvarur
612601,Melapalayur B.O,B.O,Delivery,Kodavasal,Tiruvarur
612601,Vellakulam B.O,B.O,Non-Delivery,Kodavasal,Tiruvarur
612602,Koohur B.O,B.O,Delivery,Kumbakonam,Thanjavur
612602,Kothangudi B.O,B.O,Delivery,Kumbakonam,Thanjavur
612602,Kumaramangalam B.O,B.O,Delivery,Tiruvidamarudur,Thanjavur
612602,Mathur B.O,B.O,Delivery,Tiruvidamarudur,Thanjavur
612602,Natchar Koil S.O,S.O,Delivery,Kumbakonam,Thanjavur
612602,Thukkachi B.O,B.O,Delivery,Tiruvidamarudur,Thanjavur
612602,Tirunaraiyur B.O,B.O,Non-Delivery,Tiruvidamarudur,Thanjavur
612603,Arasavanangadu B.O,B.O,Delivery,Kodavasal,Tiruvarur
612603,Engan B.O,B.O,Delivery,Kodavasal,Thanjavur
612603,Perumpannaiyur B.O,B.O,Delivery,Kodavasal,Tiruvarur
612603,Sembangudi S.O,S.O,Delivery,Kodavasal,Tiruvarur
612603,Simili B.O,B.O,Delivery,Kodavasal,Tiruvarur
612604,Kandramanickam B.O,B.O,Delivery,Kodavasal,Tiruvarur
612604,Paruthiyur B.O,B.O,Delivery,Kodavasla,Tiruvarur
612604,Sengalipuram S.O,S.O,Delivery,Kodavasal,Tiruvarur
612604,Serukalathur B.O,B.O,Delivery,Kodavasal,Tiruvarur
612604,Sidakkamangalam B.O,B.O,Delivery,Kodavasal,Tiruvarur
612604,Sithadi B.O,B.O,Delivery,Kodavasal,Tiruvarur
612604,Vadaver B.O,B.O,Delivery,Kodavasal,Tiruvarur
612605,Injikollai B.O,B.O,Delivery,Tiruvidamarudur,Thanjavur
612605,Nagarasampettai B.O,B.O,Delivery,Tiruvidamarudur,Thanjavur
612605,Paruthicherri B.O,B.O,Delivery,Tiruvidamarudur,Thanjavur
612605,Semmangudi B.O,B.O,Delivery,Tiruvidamarudur,Thanjavur
612605,Tiruchirai S.O,S.O,Delivery,Kodavasal,Tiruvarur
612605,Vidayalkaruppur B.O,B.O,Delivery,Valangaiman,Tiruvarur
612610,Kilapalaiyur B.O,B.O,Delivery,Kodavasal,Tiruvarur
612610,Manjakudi S.O,S.O,Delivery,Kodavasal,Tiruvarur
612610,Moolangudi B.O,B.O,Delivery,Kodavasal,Tiruvarur
612610,Pudukudi B.O,B.O,Delivery,Kodavasal,Tiruvarur
612701,Avoor S.O,S.O,Delivery,Valangaman,Tiruvarur
612701,Govindakudi B.O,B.O,Delivery,Valangaman,Tiruvarur
612701,Oothucadu B.O,B.O,Delivery,Valangaman,Tiruvarur
612702,Darasuram S.O,S.O,Delivery,Kumbakonam,Thanjavur
612702,Valayapettai B.O,B.O,Delivery,Kumbakonam,Thanjavur
612703,Cholanmaligai B.O,B.O,Delivery,Kumbakonam,Thanjavur
612703,Pampappadaiyur B.O,B.O,Delivery,Kumbakonam,Thanjavur
612703,Patteeswaram S.O,S.O,Delivery,Kumbakonam,Thanjavur
612703,Teynampadugai B.O,B.O,Delivery,Kumbakonam,Thanjavur
612801,Alangudi-NID S.O,S.O,Delivery,Nidamangalam,Tiruvarur
612801,Kuvalaiveli B.O,B.O,Delivery,Valangaman,Tiruvarur
612801,Mathur-NID B.O,B.O,Delivery,Valangaman,Tiruvarur
612801,Melamaravathy B.O,B.O,Delivery,Valangaman,Tiruvarur
612801,Sathanur-PSM B.O,B.O,Delivery,Valangaman,Tiruvarur
612802,Avalivanallur B.O,B.O,Delivery,Valangaman,Tiruvarur
612802,Haridwaramangalam S.O,S.O,Delivery,Valangaman,Tiruvarur
612802,Kalathur B.O,B.O,Delivery,Valangaman,Thanjavur
612802,Maruvathur B.O,B.O,Delivery,Valangaman,Tiruvarur
612802,Muniyur B.O,B.O,Delivery,Valangaman,Tiruvarur
612802,Terkupattam B.O,B.O,Delivery,Valangaman,Tiruvarur
612802,Vilathur B.O,B.O,Delivery,Valangaman,Tiruvarur
612803,Devangudi B.O,B.O,Delivery,Nidamangalam,Tiruvarur
612803,Kalacheri B.O,B.O,Delivery,Nidamangalam,Tiruvarur
612803,Kalanjimodu B.O,B.O,Delivery,Mannargudi,Tiruvarur
612803,Kilapattu B.O,B.O,Delivery,Nidamangalam,Tiruvarur
612803,Melalavandaseri B.O,B.O,Delivery,Nidamangalam,Tiruvarur
612803,Puvanur S.O,S.O,Delivery,Nidamangalam,Tiruvarur
612803,Rajappayyanchavadi B.O,B.O,Delivery,Mannargudi,Tiruvarur
612803,Rayapuram B.O,B.O,Delivery,Nidamangalam,Tiruvarur
612804,Adichamangalam B.O,B.O,Delivery,Valangaman,Tiruvarur
612804,Andankoil B.O,B.O,Delivery,Valangaman,Tiruvarur
